doi
10.1080/02640414.2018.1504369
10.1080/02640414.2018.1497934
10.1080/19390211.2018.1472708
10.1080/19390211.2018.1471562
10.1080/00015385.2018.1478763
10.1080/02640414.2018.1487115
10.1080/09638288.2018.1460877
10.1080/09593985.2018.1457746
10.1080/10641963.2018.1451535
10.1080/13813455.2018.1437750
10.1080/10803548.2017.1381468
10.1080/13557858.2017.1315375
10.1080/02701367.2018.1513633
10.1080/02701367.2018.1510172
10.1080/15412555.2018.1487391
10.1080/02701367.2018.1482399
10.1080/17461391.2018.1498131
10.1080/17461391.2018.1484177
10.1080/17461391.2018.1477180
10.1080/17461391.2018.1478452
10.1080/17461391.2018.1472811
10.1080/17461391.2018.1470676
10.1080/02701367.2018.1451816
10.1080/02640414.2018.1468149
10.1080/17461391.2018.1462855
10.1080/17461391.2018.1461244
10.1080/07420528.2018.1454938
10.1080/17461391.2018.1449892
10.1080/07420528.2018.1448855
10.1080/07420528.2018.1444626
10.1080/17461391.2018.1449894
10.1080/17461391.2018.1447019
10.1080/02640414.2018.1449092
10.1080/02640414.2018.1442185
10.1080/02640414.2018.1439434
10.1080/02640414.2018.1442781
10.1080/17461391.2017.1420236
10.1080/17461391.2017.1421711
10.1080/02701367.2017.1411578
10.1080/02701367.2017.1411577
10.1080/00913847.2018.1426967
10.1080/17461391.2017.1420237
10.1080/17461391.2017.1404133
10.1080/00913847.2018.1411171
10.1080/02640414.2017.1398407
10.1080/17461391.2017.1383515
10.1080/00015385.2017.1385153
10.1080/02640414.2017.1388669
10.1080/02640414.2017.1374707
10.1080/02640414.2017.1363902
10.1080/02640414.2017.1357829
10.1080/02640414.2017.1346269
10.1080/00015385.2017.1351250
10.1080/02640414.2017.1356543
10.1080/02640414.2017.1349923
10.1080/02640414.2017.1346271
10.1080/02640414.2017.1346276
10.1080/02640414.2017.1343956
10.1080/02640414.2017.1340659
10.1080/09638288.2017.1336646
10.1080/02640414.2017.1329548
10.1080/02640414.2017.1280611
10.1080/07315724.2017.1336128
10.1080/02699052.2017.1346287
10.1080/17461391.2017.1364300
10.1080/17461391.2017.1364301
10.1080/15438627.2017.1365293
10.1080/10715762.2017.1353689
10.1080/17461391.2017.1337814
10.1080/17461391.2017.1330899
10.1080/17461391.2017.1321687
10.1080/17461391.2017.1314553
10.1080/19390211.2017.1310780
10.1080/17461391.2017.1305454
10.1080/15438627.2017.1282359
10.1080/02701367.2016.1265640
10.1080/02701367.2016.1266458
10.1080/02640414.2016.1273539
10.1080/01616412.2016.1273571
10.1080/02640414.2016.1267386
10.1080/10903127.2016.1254695
10.1080/10749357.2016.1260263
10.1080/17461391.2016.1253775
10.1080/15438627.2016.1258641
10.1080/10253890.2016.1260543
10.1080/17461391.2016.1253776
10.1080/02640414.2016.1245436
10.1080/17461391.2016.1237550
10.1080/02640414.2016.1237671
10.1080/02640414.2016.1218036
10.1080/17461391.2016.1217278
10.1080/10749357.2016.1236482
10.1080/02640414.2016.1235790
10.1080/02701367.2016.1224294
10.1080/02640414.2016.1223329
10.1080/02640414.2016.1227079
10.1080/02640414.2016.1225974
10.1080/02640414.2016.1215500
10.1080/02640414.2016.1215499
10.1080/02640414.2016.1215493
10.1080/02640414.2016.1215503
10.1080/02640414.2016.1215502
10.1080/02640414.2016.1210819
10.1080/02640414.2016.1209539
10.1080/00140139.2016.1198496
10.1080/02640414.2016.1198045
10.1080/02640414.2016.1192671
10.1080/02640414.2016.1175655
10.1080/02640414.2016.1182199
10.1080/03630242.2016.1164272
10.1080/02640414.2015.1085589
10.1080/0886022x.2016.1194163
10.1080/17461391.2016.1183715
10.1080/00913847.2016.1159501
10.1080/17461391.2016.1139190
10.1080/02701367.2015.1124969
10.3109/14767058.2016.1147550
10.3109/09638288.2015.1137982
10.1080/02640414.2016.1142107
10.1080/02640414.2015.1134804
10.1080/00913847.2016.1135038
10.1080/10803548.2015.1117352
10.1080/02640414.2015.1102316
10.1080/02640414.2015.1102315
10.1080/02640414.2015.1101482
10.1080/02640414.2015.1088961
10.1080/02640414.2015.1082613
10.3109/19390211.2015.1036189
10.1080/02640414.2015.1075058
10.1080/02640414.2015.1057208
10.3109/09537104.2015.1047334
10.1080/02640414.2015.1048521
10.1080/07315724.2014.994790
10.1080/02640414.2015.1031162
10.1080/02640414.2015.1031163
10.1080/17461391.2015.1060262
10.1080/02701367.2015.1078870
10.3109/13651501.2015.1082599
10.1179/1074935714z.0000000021
10.3109/09638237.2015.1036974
10.1080/07315724.2015.1009193
10.1179/1074935714z.0000000016
10.1080/02701367.2015.1043002
10.1080/00140139.2015.1044920
10.1080/02701367.2015.1015673
10.1080/02640414.2015.1026379
10.1080/02701367.2015.1012577
10.3109/13813455.2014.1003566
10.1080/02640414.2015.1009936
10.1080/02640414.2014.981846
10.1080/02640414.2014.994661
10.1080/02640414.2014.992937
10.1080/02640414.2014.990487
10.1080/02640414.2014.984752
10.1080/02701367.2014.981629
10.1080/02640414.2014.988740
10.1080/02640414.2014.989536
10.1080/02640414.2014.986502
10.1080/02701367.2014.977432
10.1080/00140139.2014.984775
10.1080/02640414.2014.970219
10.1080/17461391.2014.971878
10.1080/02640414.2014.960882
10.1080/02640414.2014.968191
10.1080/17461391.2014.966764
10.1080/17461391.2014.966762
10.3109/03014460.2014.932007
10.1080/02640414.2014.951872
10.1080/17461391.2014.957729
10.1080/17461391.2014.949310
10.1080/17461391.2014.944874
10.1080/02640414.2014.942686
10.1080/17461391.2014.933880
10.1080/17461391.2014.932849
10.3109/03014460.2014.930173
10.3109/13697137.2014.938042
10.3109/15412555.2014.908830
10.1080/17461391.2014.922621
10.1080/02640414.2014.926384
10.1080/17461391.2014.920925
10.3109/17483107.2014.905644
10.3109/00365513.2014.930711
10.1080/00140139.2014.943682
10.3109/0284186x.2014.899435
10.1080/00222895.2014.893979
10.1080/02640414.2014.899707
10.1080/15438627.2014.881820
10.1080/17461391.2012.730062
10.1080/02640414.2013.879672
10.1080/02640414.2013.876087
10.3109/02770903.2014.885039
10.1080/02640414.2013.879333
10.1080/17461391.2012.711861
10.1080/17461391.2011.638936
10.3109/08037051.2013.858477
10.3109/07420528.2013.865643
10.1080/17461391.2013.862871
10.1080/02640414.2013.858177
10.1080/15459624.2013.816429
10.1080/02640414.2013.845681
10.1080/17461391.2013.853841
10.3109/15412555.2013.840572
10.3109/03014460.2013.849756
10.1080/17461391.2013.853208
10.1080/02640414.2013.797098
10.1080/17461391.2013.832804
10.3109/09638288.2013.833304
10.1080/02640414.2013.819520
10.1080/02640414.2013.812231
10.1080/02640414.2013.824601
10.1080/17461391.2013.832802
10.1080/17461391.2013.829126
10.1080/02640414.2013.807350
10.1080/17461391.2013.810306
10.3109/17483107.2013.785038
10.3109/09638288.2013.787123
10.1080/17461391.2013.783627
10.1080/17461391.2013.783628
10.1080/00140139.2013.821171
10.1310/tsr2006-519
10.1080/17461391.2013.776639
10.1080/17461391.2013.774054
10.1080/08964289.2013.813436
10.3810/psm.2013.11.2038
10.3109/03014460.2013.817606
10.1080/17461391.2013.770924
10.1080/00140139.2013.839830
10.3810/psm.2013.09.2018
10.1080/02640414.2013.802922
10.1080/02640414.2013.803586
10.1080/02640414.2013.792950
10.1080/15438627.2013.792088
10.3109/09637486.2013.803521
10.1080/02640414.2013.792954
10.1080/17461391.2011.606845
10.3109/09638288.2012.759629
10.3109/15412555.2012.719047
10.1080/15438627.2012.757227
10.1080/15438627.2012.757225
10.3109/03009742.2013.767372
10.1080/02640414.2013.779740
10.3810/psm.2013.02.2001
10.1080/02640414.2012.762984
10.1080/02640414.2012.759661
10.1080/02640414.2012.758868
10.1080/15438627.2012.697809
10.1080/02640414.2012.753158
10.3109/13668250.2012.748885
10.1080/02640414.2012.746728
10.1080/02640414.2012.738925
10.1080/02640414.2012.733823
10.3109/09638288.2012.715719
10.1080/02640414.2012.720702
10.3109/09638288.2012.699581
10.3109/09638288.2012.694575
10.3109/08958378.2012.717649
10.1080/02640414.2012.718091
10.1080/02640414.2012.711487
10.1080/02640414.2012.711484
10.1310/tsr1904-353
10.1080/15438627.2012.697084
10.1080/02640414.2012.693620
10.1080/02640414.2012.690072
10.1080/02640414.2012.685086
10.1080/02640414.2012.685088
10.3109/13813455.2012.677454
10.3810/psm.2012.02.1958
10.1080/00140139.2012.663506
10.1080/00140139.2012.671964
10.1080/02640414.2012.671531
10.1080/02640414.2012.675084
10.1080/02640414.2012.671954
10.1080/02640414.2012.671533
10.1080/02640414.2012.668705
10.3109/09638288.2012.665130
10.3109/09638288.2012.658952
10.1080/02640414.2012.660187
10.3109/15368378.2011.624655
10.1080/02640414.2012.660185
10.1080/15438627.2012.634672
10.1080/15438627.2011.608050
10.1080/02640414.2011.635311
10.3109/09638288.2011.623757
10.3109/09638288.2011.635748
10.1080/02640414.2011.632431
10.1080/02640414.2011.617386
10.1080/02640414.2011.614271
10.1080/13548506.2011.582124
10.1080/714041040
10.1080/00140139.2011.624198
10.1080/02640414.2011.609179
10.1080/16506073.2011.616217
10.1080/02640414.2011.593042
10.1080/15438627.2011.608039
10.1080/15438627.2011.608033
10.1080/02640414.2011.609896
10.1080/02640414.2011.589467
10.1080/02640414.2011.585165
10.3109/15412555.2011.579926
10.3810/psm.2011.05.1897
10.1080/02640414.2011.571271
10.1080/02640414.2011.574720
10.1080/02640414.2011.571274
10.1080/02640414.2011.572990
10.1080/14763141.2010.547593
10.1080/02640414.2011.562232
10.1080/02640414.2011.561869
10.3810/pgm.2011.03.2268
10.1080/02640414.2010.545427
10.1080/02640414.2010.549499
10.1080/02640414.2010.539247
10.3109/17477166.2010.543684
10.3109/17477166.2010.543683
10.1080/02640414.2010.533688
10.1080/02640414.2010.543913
10.1080/02640414.2010.526626
10.1080/02640414.2010.525519
10.1080/02640414.2010.534808
10.1080/02640414.2010.534809
10.1080/02640414.2010.531753
10.1080/02640414.2010.526133
10.3109/09638288.2010.531374
10.3109/17483107.2010.522681
10.1080/14763141.2010.540672
10.3810/psm.2010.12.1833
10.1080/00140139.2010.502255
10.3109/15412555.2010.496820
10.3109/03009741003742714
10.1080/02640411003734069
10.1080/02640414.2010.481721
10.1080/15459624.2010.486285
10.1080/02640411003734093
10.1080/02640411003716942
10.1080/02640410903581588
10.1080/02640410903582776
10.1080/02640410903582768
10.1080/02640410903527813
10.1080/02640410903428558
10.1080/02640410903460726
10.3810/psm.2009.06.1718
10.1080/02640410903134115
10.3109/17477160902763317
10.3109/09638280902874162
10.1080/02640410903081860
10.1080/02640410903150467
10.1080/02640410903229279
10.1080/02640410903114372
10.1310/hct1004-254
10.1080/02640410903062027
10.1080/02640410902902835
10.1080/02640410902998239
10.1080/09638280802621424
10.1080/09637480802406161
10.1080/00140130802524625
10.1080/02640410802676687
10.1080/00140130802334553
10.1080/10615800802441245
10.1080/02640410802578172
10.1080/07420520902774532
10.1080/07420520902739717
10.1080/02640410802668650
10.1080/02640410802603889
10.1080/09638280801923235
10.1080/02640410802392715
10.1080/02640410802298268
10.1080/02640410802104920
10.1080/02640410802255771
10.1080/02640410802199789
10.1080/02640410802072697
10.1080/02640410802183585
10.1179/135100008x308894
10.1080/15438620802104054
10.1080/02640410802056484
10.1080/14017430802032723
10.1080/02640410801930200
10.1080/02640410801930184
10.1080/09540120701796900
10.1080/02640410801910277
10.1080/02640410801910251
10.1080/02640410701791306
10.1080/02640410701758685
10.1080/14017430701744477
10.1080/02640410701744420
10.1080/02640410701716790
10.1080/02640410701654306
10.1080/02640410701646245
10.1080/02640410701697388
10.1080/02640410701624531
10.1080/02640410701591425
10.1080/00913847.1990.11709952
10.1080/00913847.1989.11709707
10.1080/00913847.1986.11709015
10.1080/00913847.1983.11708659
10.1080/00913847.1983.11708657
10.1080/00913847.1986.11708539
10.1080/00913847.1982.11947295
10.2147/ijwh.s344233
10.2147/ott.s237307
10.2147/ijgm.s355589
10.2147/ott.s208848
10.2147/dmso.s197642
10.2147/oajsm.s183274
10.2147/oajsm.s167347
10.2147/oajsm.s154630
10.2147/oajsm.s141657
10.1080/23328940.2020.1810199
10.1080/23328940.2020.1826287
10.2147/copd.s283005
10.2147/copd.s285812
10.1080/02640414.2020.1818949
10.1080/10790268.2018.1559494
10.1080/14756366.2018.1545768
10.1080/09638288.2018.1483432
10.1080/10790268.2018.1443542
10.1080/10790268.2017.1422890
10.2147/copd.s173039
10.1186/s12970-018-0251-x
10.1186/s12970-018-0238-7
10.1080/02640414.2018.1449091
10.1080/10790268.2017.1369213
10.1080/09593985.2017.1357150
10.2147/copd.s135752
10.2147/vhrm.s125966
10.1080/13510002.2017.1296637
10.1080/17461391.2016.1230892
10.1080/10749357.2016.1183866
10.1080/13510002.2016.1169622
10.1080/10790268.2015.1117192
10.2147/oajsm.s169758
10.1080/20018525.2017.1399033
10.2147/copd.s113657
10.1080/10790268.2015.1126939
10.1179/2045772315y.0000000052
10.1179/2045772314y.0000000281
10.1186/s12970-015-0106-7
10.2147/copd.s88965
10.1080/00913847.2015.1037231
10.3402/ljm.v10.26680
10.3109/09593985.2014.1003118
10.1179/1351000214y.0000000105
10.1179/2045772314y.0000000197
10.2147/vhrm.s73688
10.2147/cia.s62313
10.1179/2045772313y.0000000183
10.2147/cia.s30048
10.2147/cia.s30048
10.1080/02701367.2013.784720
10.1179/2045772313y.0000000127
10.1080/15459624.2013.792681
10.2147/cia.s43837
10.2147/oajsm.s116672
10.2147/oajsm.s93174
10.2147/oajsm.s85310
10.2147/mder.s57281
10.2147/ibpc.s75888
10.2147/ijgm.s87429
10.2147/oajsm.s79273
10.2147/oajsm.s68932
10.2147/jpr.s61312
10.2147/jir.s54721
10.2147/oajsm.s44807
10.2147/oajsm.s45024
10.2147/oajsm.s39206
10.2147/oajsm.s41706
10.2147/oajsm.s39632
10.2147/oajsm.s39688
10.2147/ijwh.s49220
10.2147/jpr.s46344
10.1186/1550-2783-10-15
10.1186/1550-2783-10-13
10.2147/dmso.s29222
10.2147/copd.s35637
10.3109/02813432.2012.649631
10.2147/vhrm.s30056
10.2147/oajsm.s15980
10.2147/ijgm.s5533
10.3109/00207454.2011.574762
10.3109/02813432.2010.514136
10.3109/17477160902923341
10.1080/10790268.2008.11760715
10.1080/10790268.2007.11754615
10.1080/10790268.2007.11754611
10.1080/08037050213765
10.1080/13554794.2021.1990964
10.2147/cia.s318679
10.1080/1091367x.2021.1904934
10.1080/1091367x.2020.1865966
10.1080/00325481.2020.1824728
10.1080/10749357.2020.1806436
10.1080/07315724.2020.1783721
10.1080/10790268.2020.1752976
10.1080/07315724.2020.1727377
10.1080/07315724.2020.1735571
10.1080/25787489.2020.1810452
10.1080/23328940.2020.1742572
10.1080/07315724.2020.1752846
10.1080/21679169.2018.1561941
10.1080/1091367x.2019.1710709
10.2147/jbm.s272905
10.2147/ott.s243542
10.1080/15412555.2020.1789085
10.1080/13651501.2020.1787452
10.1080/00913847.2020.1786344
10.1080/02699931.2018.1500445
10.1080/00913847.2018.1546103
10.1080/15592294.2019.1582276
10.1080/10255842.2018.1522535
10.1080/10413200.2017.1395930
10.1080/00913847.2018.1477403
10.1080/00015385.2017.1364832
10.1080/1091367x.2017.1405810
10.1080/20018525.2018.1492842
10.2147/copd.s167369
10.1080/09291016.2016.1276271
10.1080/10790268.2016.1229397
10.1080/21679169.2017.1340515
10.1080/07315724.2016.1256240
10.1080/03091902.2016.1253795
10.1080/10790268.2015.1136783
10.1080/02640414.2016.1166392
10.1080/02640414.2016.1159717
10.1080/13685538.2016.1260108
10.1080/00015385.2017.1304712
10.3109/03014460.2015.1115126
10.1080/00140139.2015.1135997
10.1080/02701367.2016.1216067
10.1080/13554794.2016.1237658
10.3109/15412555.2015.1117435
10.1080/00913847.2016.1200442
10.1080/1091367x.2015.1061531
10.2147/ijgm.s81938
10.2147/copd.s70518
10.3109/21679169.2014.1003963
10.1080/00913847.2015.1095618
10.1080/21641846.2014.957484
10.1080/02701367.2014.898979
10.1080/02701367.2014.893053
10.3109/21679169.2013.860622
10.1080/02701367.2013.872217
10.1080/21641846.2013.856538
10.3109/15412555.2014.898026
10.1080/10803548.2014.11077074
10.3810/psm.2014.05.2062
10.1080/02701367.2013.814042
10.1080/02701367.2013.784721
10.1080/02701367.2013.784723
10.1080/09291016.2012.722454
10.3810/psm.2013.05.2014
10.1080/10255842.2013.815902
10.2147/clep.s38370
10.1080/02701367.2013.850919
10.1080/02701367.2013.850989
10.1310/tsr2004-317
10.1080/10803548.2013.11076980
10.1080/10803548.2013.11076981
10.1080/10803548.2013.11076963
10.1080/02640414.2012.709262
10.1080/14763141.2011.637125
10.3109/10582452.2011.609639
10.1080/1091367x.2011.568369
10.3810/pgm.2011.03.2261
10.1080/02701367.2011.10599806
10.1080/02701367.2011.10599805
10.1310/tsr1804-293
10.1080/10803548.2011.11076883
10.1080/10803548.2011.11076884
10.1080/02701367.2011.10599754
10.1080/02701367.2010.10599700
10.3810/pgm.2010.11.2225
10.1080/02701367.2010.10599683
10.3109/10582452.2010.501298
10.3109/00207450903389404
10.1080/02640410903207416
10.1080/02640410903081878
10.1080/02640410903062944
10.1080/10253890802309853
10.1080/17477160802315002
10.1080/02640410902946477
10.1080/15459620903455722
10.1080/02701367.2009.10599596
10.1080/15459620902790277
10.1080/02640410802287055
10.1080/14038190802105870
10.1080/02640410802277452
10.1080/10715760801989926
10.1080/17477160701874844
10.1080/15438620802103155
10.1080/02640410801885941
10.1080/02640410701552872
10.1080/02640410701567425
10.1080/02640410701701016
10.1080/02640410701552658
10.1080/02640410701474200
10.1080/02640410701446901
10.1080/02640410701361548
10.1080/02640410701371364
10.1080/02701367.2008.10599457
10.1080/10913670701715133
10.1080/02640410701305420
10.1080/02640410701332507
10.1080/09638280600765712
10.1080/14017430701601636
10.1080/00140130701450153
10.1080/02640410701287248
10.1080/02640410701275201
10.1080/14763140601058490
10.1080/02640410601165270
10.1080/02640410701287172
10.1080/02640410601165668
10.1080/15438620701693249
10.1080/10903120701536933
10.1080/02640410701213459
10.1080/02640410601175428
10.1080/02640410601113676
10.3200/jmbr.39.5.381-394
10.1080/02640410600951597
10.1080/02640410601034724
10.1080/02640410600875226
10.1080/14038190601035609
10.1080/03014460701219358
10.1080/07420520701420691
10.1080/07315724.2007.10719592
10.1080/02640410600831856
10.1080/02640410600811817
10.1080/02640410600831955
10.1080/02640410600718533
10.1080/02640410600630704
10.1080/02699050701630375
10.1080/02640410600718228
10.1080/10913670701326427
10.1080/10913670701326393
10.1080/10913670701294047
10.1080/15438620601184364
10.1080/15438620601184380
10.1080/15459620601074049
10.1080/15438620600987106
10.1080/02640410500497709
10.1080/00140130600708206
10.1080/02640410500457794
10.1080/02640410500497634
10.1080/02640410500432516
10.1080/09638280600554769
10.1080/09602010500263084
10.1080/15459620600867807
10.1080/15459620600862782
10.1080/02640410500457208
10.1080/00140130600667451
10.1080/07420520600920726
10.1080/02640410500249399
10.1080/07420520600827178
10.1207/s15327841mpee1002_3
10.1080/14017430500468161
10.1080/14038190600700237
10.1080/15459620600691264
10.1080/02640410500230811
10.1080/03014460600687382
10.1080/02640410500231496
10.1207/s15327841mpee1001_3
10.1080/02640410500131290
10.1080/02701367.2006.10599330
10.1080/02701367.2006.10599334
10.1080/02701367.2006.10599338
10.1080/02640410400022185
10.1080/13638490500074576
10.1080/08037050510034275
10.1080/15438620500359679
10.1080/02640410400021963
10.1080/02640410400023209
10.1080/00207450590934435
10.1081/jcmr-65610
10.1080/02640410400022078
10.1080/02640410400021971
10.1080/02640410400022003
10.1080/02640410400022151
10.1080/02640410400021997
10.1080/15459620591005044
10.1080/00140130500122276
10.1080/02640410400021252
10.1080/00365510510013587
10.1080/00140130500070871
10.1080/02640410410001730214
10.1080/02640410470001730089
10.1080/02640410410001730043
10.1080/02701367.2005.10599315
10.1080/02701367.2005.10599317
10.1080/02701367.2005.10599298
10.1080/10715760400022327
10.1080/02640410410001730061
10.1080/02640410410001716724
10.1080/10715760400013763
10.1080/00140130412331290899
10.1080/02640410410001730025
10.1080/02640410410001730034
10.1080/02640410410001716733
10.1080/15438620490497332
10.1080/07315724.2004.10719379
10.1080/14763140408522843
10.1080/02640410310001655741
10.1080/02640410310001655813
10.1080/02640410310001655831
10.1080/0014013042000193264
10.1080/02640410410001675298
10.1080/09638280410001663067
10.1080/15438620490460477
10.1080/15438620490460495
10.1080/02640410310001641575
10.1080/03014460410001663416
10.1080/02640410310001641520
10.1080/02640410310001641467
10.1080/15438620490280639
10.1207/s15327841mpee0803_3
10.1080/10790268.2004.11753734
10.1080/10790268.2004.11753752
10.1080/10790268.2004.11752237
10.1080/02701367.2004.10609175
10.1080/02701367.2004.10609165
10.1080/09638280310001608618
10.1080/13813450312331342337
10.1080/13813450312331342355
10.1080/0264041031000140383
10.1080/10715760310001595748
10.1080/0264041031000101953
10.1080/08037050310002533
10.1080/03009740310002461
10.1076/apab.111.3.202.23455
10.1080/1071576031000102132
10.1080/14017430310007045
10.1080/0264041031000071155
10.1076/apab.111.2.167.14003
10.1080/07315724.2003.10719288
10.1080/0264041031000070877
10.1080/0264041031000070895
10.1080/0264041031000070949
10.1080/02640410310001641403
10.1080/0308350
10.1080/0264041031000070912
10.1080/0264041031000070930
10.1080/0264041031000070903
10.1080/0014013021000034939
10.1080/003655102764654321
10.1080/026404102321011760
10.1080/026404102320761787
10.1080/026404102320761796
10.1080/026404102320761778
10.1080/00140130210159995
10.1080/026404102320219437
10.1080/026404102320219383
10.1081/jdi-120005367
10.1080/026404102760000035
10.1080/00140130210151821
10.1080/1363849021000039362
10.1080/003655102317475470
10.1080/140174302753675348
10.1080/026404102753576099
10.1080/00140130210123499
10.1080/00140130110116623
10.1076/apab.110.5.383.11831
10.1080/02699050210131894
10.1080/02701367.2002.10608993
10.1080/026404102753576125
10.1080/026404102760000053
10.1080/026404102760000026
10.1080/02640410252925116
10.1080/02640410252925125
10.1080/026404101317108471
10.1076/apab.109.2.110.4270
10.1080/07315724.2001.10719062
10.1080/02640410152475829
10.1080/00140130118253
10.1080/00140130118503
10.1080/10578310210398
10.1080/15438620109512101
10.1080/026404101317108453
10.1080/026404101300036253
10.1207/s15327841mpee0501_1
10.1207/s15324826an0801_5
10.1080/15298660108984642
10.1080/10715760100300951
10.1080/030919000300037168
10.1080/001401300750003989
10.1080/001401300750003952
10.1080/001401300750004014
10.1080/001401300750004005
10.1080/001401300421798
10.1080/001401300184305
10.1080/001401300184413
10.1080/001401300184530
10.1080/001401300184567
10.1080/15298660008984577
10.1080/02701367.2000.10608878
10.1080/026404100365117
10.1080/026404100364992
10.1080/026404100365081
10.1207/s15327841mpee0401_5
10.1080/026404100365171
10.1080/001401300184693
10.1080/026404100365144
