doi_suffix,file_path,human,pred_human,pred_0.5
01.hjr.0000116825.84388.eb,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/01.hjr.0000116825.84388.eb.txt,,TRUE,0.49
jsc.0000000000002905,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/jsc.0000000000002905.txt,,TRUE,0.49
j.1440-1843.1996.tb00011.x,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/j.1440-1843.1996.tb00011.x.txt,,TRUE,0.49
01.mss.0000222830.41735.14,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/01.mss.0000222830.41735.14.txt,,TRUE,0.49
j.1440-1843.2002.00393.x,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/j.1440-1843.2002.00393.x.txt,,TRUE,0.49
jcm9092773,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/jcm9092773.txt,,TRUE,0.49
hjr.0b013e32832c88a8,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/hjr.0b013e32832c88a8.txt,,TRUE,0.49
ljm.v10.26680,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/ljm.v10.26680.txt,,TRUE,0.49
jsc.0000000000001199,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/jsc.0000000000001199.txt,,TRUE,0.49
hcr.0000000000000506,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/hcr.0000000000000506.txt,,TRUE,0.49
journal.pone.0265315,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/journal.pone.0265315.txt,,TRUE,0.49
cj.2013.0166,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/cj.2013.0166.txt,,TRUE,0.49
10749357.2016.1183866,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/10749357.2016.1183866.txt,,TRUE,0.49
j.apmr.2013.03.016,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/j.apmr.2013.03.016.txt,,TRUE,0.49
mss.0b013e3182777051,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/mss.0b013e3182777051.txt,,TRUE,0.49
journal.pone.0117563,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/journal.pone.0117563.txt,,TRUE,0.49
abc.20150089,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/abc.20150089.txt,,TRUE,0.49
s00520-019-05094-4,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/s00520-019-05094-4.txt,,TRUE,0.49
japplphysiol.01107.2012,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/japplphysiol.01107.2012.txt,,TRUE,0.49
s40618-015-0411-7,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/s40618-015-0411-7.txt,,TRUE,0.49
s00421-018-3950-8,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/s00421-018-3950-8.txt,,TRUE,0.49
j.clinsp.2021.100003,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/j.clinsp.2021.100003.txt,,TRUE,0.49
00008483-200607000-00004,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/00008483-200607000-00004.txt,,TRUE,0.49
arm.2013.37.5.619,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/arm.2013.37.5.619.txt,,TRUE,0.49
journal.pone.0141256,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/journal.pone.0141256.txt,,TRUE,0.49
jsc.0b013e3181b3391d,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/jsc.0b013e3181b3391d.txt,,TRUE,0.49
fphys.2017.00914,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/fphys.2017.00914.txt,,TRUE,0.49
s00421-020-04444-z,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/s00421-020-04444-z.txt,,TRUE,0.49
v10101-011-0023-4,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/v10101-011-0023-4.txt,,TRUE,0.49
2325967117726976,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/2325967117726976.txt,,TRUE,0.49
j.apmr.2007.02.013,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/j.apmr.2007.02.013.txt,,TRUE,0.49
milmed-d-05-0308,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/milmed-d-05-0308.txt,,TRUE,0.49
2047487313519345,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/2047487313519345.txt,,TRUE,0.49
j.rmed.2011.02.019,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/j.rmed.2011.02.019.txt,,TRUE,0.49
s00421-005-1327-2,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/s00421-005-1327-2.txt,,TRUE,0.49
mss.0b013e31822f8427,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/mss.0b013e31822f8427.txt,,TRUE,0.49
01.hjr.0000216547.07432.fb,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/01.hjr.0000216547.07432.fb.txt,,TRUE,0.49
npt.0000000000000053,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/npt.0000000000000053.txt,,TRUE,0.49
nu12123758,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/nu12123758.txt,,TRUE,0.49
s13102-020-0159-z,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/s13102-020-0159-z.txt,,TRUE,0.49
journal.pone.0224092,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/journal.pone.0224092.txt,,TRUE,0.49
ijspp.2019-0028,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/ijspp.2019-0028.txt,,TRUE,0.49
jsc.0b013e3182736935,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/jsc.0b013e3182736935.txt,,TRUE,0.49
j.ijcard.2007.04.075,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/j.ijcard.2007.04.075.txt,,TRUE,0.49
s-0029-1243221,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/s-0029-1243221.txt,,TRUE,0.49
j.clnesp.2020.11.013,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/j.clnesp.2020.11.013.txt,,TRUE,0.49
hukin-2014-0115,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/hukin-2014-0115.txt,,TRUE,0.49
bjsm.2003.004721,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/bjsm.2003.004721.txt,,TRUE,0.49
pes.2013-0152,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/pes.2013-0152.txt,,TRUE,0.49
internalmedicine.49.3094,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/internalmedicine.49.3094.txt,,TRUE,0.49
s-0034-1376973,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/s-0034-1376973.txt,,TRUE,0.49
sc.2011.97,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/sc.2011.97.txt,,TRUE,0.49
japa.2013-0213,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/japa.2013-0213.txt,,TRUE,0.49
s-2006-923860,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/s-2006-923860.txt,,TRUE,0.49
23120541.00825-2020,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/23120541.00825-2020.txt,,TRUE,0.49
2047487314557962,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/2047487314557962.txt,,TRUE,0.49
s0002-8703_._97_._70102-9,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/s0002-8703_._97_._70102-9.txt,,TRUE,0.49
hcr.0000000000000324,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/hcr.0000000000000324.txt,,TRUE,0.49
16501977-0242,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/16501977-0242.txt,,TRUE,0.49
j.apmr.2013.11.019,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/j.apmr.2013.11.019.txt,,TRUE,0.49
jsm.0000000000000438,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/jsm.0000000000000438.txt,,TRUE,0.49
s0066-782x2010005000044,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/s0066-782x2010005000044.txt,,TRUE,0.49
milmed-d-10-00234,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/milmed-d-10-00234.txt,,TRUE,0.49
jsc.0b013e3181d99061,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/jsc.0b013e3181d99061.txt,,TRUE,0.49
j.sleep.2006.08.005,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/j.sleep.2006.08.005.txt,,TRUE,0.49
sms.13472,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/sms.13472.txt,,TRUE,0.49
ppul.21125,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/ppul.21125.txt,,TRUE,0.49
a-0723-4421,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/a-0723-4421.txt,,TRUE,0.49
s00421-006-0213-x,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/s00421-006-0213-x.txt,,TRUE,0.49
fneur.2014.00191,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/fneur.2014.00191.txt,,TRUE,0.49
journal.pone.0153159,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/journal.pone.0153159.txt,,TRUE,0.49
j.jcjd.2014.03.007,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/j.jcjd.2014.03.007.txt,,TRUE,0.49
apnm-2018-0202,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/apnm-2018-0202.txt,,TRUE,0.49
jsc.0b013e31820238c5,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/jsc.0b013e31820238c5.txt,,TRUE,0.48
j.1532-5415.2009.02495.x,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/j.1532-5415.2009.02495.x.txt,,TRUE,0.48
j.amepre.2006.06.002,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/j.amepre.2006.06.002.txt,,TRUE,0.48
s-2007-971103,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/s-2007-971103.txt,,TRUE,0.48
j.jvs.2007.09.001,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/j.jvs.2007.09.001.txt,,TRUE,0.48
j.jsams.2018.11.018,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/j.jsams.2018.11.018.txt,,TRUE,0.48
jsc.0b013e31823a3c6b,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/jsc.0b013e31823a3c6b.txt,,TRUE,0.48
0269215513492988,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/0269215513492988.txt,,TRUE,0.48
sms.12014,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/sms.12014.txt,,TRUE,0.48
000329174,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/000329174.txt,,TRUE,0.48
0961203313497415,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/0961203313497415.txt,,TRUE,0.48
01.mss.0000135795.60449.ce,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/01.mss.0000135795.60449.ce.txt,,TRUE,0.48
a-0665-4700,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/a-0665-4700.txt,,TRUE,0.48
jsc.0b013e3181e86148,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/jsc.0b013e3181e86148.txt,,TRUE,0.48
080352502317371634,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/080352502317371634.txt,,TRUE,0.48
01.tp.0000226160.40527.5f,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/01.tp.0000226160.40527.5f.txt,,TRUE,0.48
mppa.2018.3028,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/mppa.2018.3028.txt,,TRUE,0.48
jsc.0b013e3181d09ec9,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/jsc.0b013e3181d09ec9.txt,,TRUE,0.48
s13102-016-0036-y,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/s13102-016-0036-y.txt,,TRUE,0.48
j.1475-097x.2009.00872.x,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/j.1475-097x.2009.00872.x.txt,,TRUE,0.48
s12890-015-0050-y,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/s12890-015-0050-y.txt,,TRUE,0.48
s-2005-865857,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/s-2005-865857.txt,,TRUE,0.48
s-2005-865664,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/s-2005-865664.txt,,TRUE,0.48
s-0033-1354386,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/s-0033-1354386.txt,,TRUE,0.48
s00421-019-04275-7,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/s00421-019-04275-7.txt,,TRUE,0.48
j.apmr.2009.11.018,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/j.apmr.2009.11.018.txt,,TRUE,0.48
jappl.1992.73.2.452,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/jappl.1992.73.2.452.txt,,TRUE,0.48
ijspp.2018-0040,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/ijspp.2018-0040.txt,,TRUE,0.48
art.24102,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/art.24102.txt,,TRUE,0.48
00006199-199901000-00003,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/00006199-199901000-00003.txt,,TRUE,0.48
jsc.0b013e3181bac33c,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/jsc.0b013e3181bac33c.txt,,TRUE,0.48
ijerph17218216,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/ijerph17218216.txt,,TRUE,0.48
japplphysiol.00077.2010,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/japplphysiol.00077.2010.txt,,TRUE,0.48
bjsm.2003.007518,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/bjsm.2003.007518.txt,,TRUE,0.48
s-0035-1549854,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/s-0035-1549854.txt,,TRUE,0.48
circj.cj-19-0273,/Users/antonhesse/Desktop/Anton/Education/UMN/PhD/Dissertation/CPET_scoping_review/data/cpet_articles/full_texts/txts/circj.cj-19-0273.txt,,TRUE,0.48
