pmcid,pmid,doi
PMC6892748,31849716,10.3389/fphys.2019.01472
PMC6894441,31828031,10.15280/jlm.2019.9.2.125
PMC6887503,31803496,10.1136/bmjsem-2019-000625
PMC6874152,31798459,10.3389/fphys.2019.01383
PMC6880567,31788014,10.1186/s12986-019-0406-z
PMC6827176,31700643,10.1186/s13102-019-0140-x
PMC6819975,31687169,10.1002/osp4.358
PMC6752206,31686854,10.2147/OTT.S208848
PMC6788331,31620178,10.4103/jrms.JRMS_499_18
PMC6724228,31555153,10.3389/fphys.2019.01132
PMC6733316,31548903,10.1136/bmjsem-2019-000560
PMC6746052,31543632,10.4103/ijoy.IJOY_43_18
PMC6742615,31534819,10.1016/j.jshs.2016.01.008
PMC6742619,31534818,10.1016/j.jshs.2016.11.003
PMC6620430,31333885,10.1016/j.jshs.2019.03.003
PMC6593209,31289452,10.1016/j.rpor.2019.06.003
PMC6589443,31249839,10.1183/23120541.00032-2019
PMC8982257,35391958,10.3389/fpsyg.2022.825738
PMC6557258,31211019,10.7717/peerj.7077
PMC6556026,31198580,10.1186/s40814-019-0459-9
PMC6531820,31156445,10.3389/fphys.2019.00504
PMC6521667,31143030,10.4103/apc.APC_121_18
PMC6475093,31118716,10.2147/DMSO.S197642
PMC6461012,31024334,10.3389/fphys.2019.00365
PMC6458438,31019469,10.3389/fphys.2019.00357
PMC6448307,30988833,10.1186/s41021-019-0126-7
PMC6447677,30984032,10.3389/fphys.2019.00354
PMC6405404,30918861,10.1007/s40200-018-0368-0
PMC6425901,30918832,10.15280/jlm.2019.9.1.36
PMC6397755,30842893,10.7717/peerj.6022
PMC6298450,30820178,10.2478/jomb-2018-0016
PMC8967356,35368295,10.3389/fnbeh.2022.853150
PMC8960724,35360255,10.3389/fphys.2022.824154
PMC8963450,35360252,10.3389/fphys.2022.814056
PMC8963487,35360241,10.3389/fphys.2022.800155
PMC8964050,35360239,10.3389/fphys.2022.839996
PMC8960740,35360227,10.3389/fphys.2022.784787
PMC8960736,35360225,10.3389/fphys.2022.850768
PMC8934610,35356141,10.12965/jer.2142724.352
PMC8958042,35350683,10.3389/fphys.2022.827875
PMC6370579,30792740,10.1016/j.jesf.2019.01.003
PMC6349586,30719379,10.1016/j.jshs.2017.03.011
PMC6348200,30705992,10.1016/j.conctc.2019.100320
PMC6323236,30662487,10.1016/j.jesf.2018.01.001
PMC6327426,30647920,10.1186/s13102-018-0113-5
PMC6266470,30623033,10.1002/hsr2.14
PMC6319022,30622413,10.1016/j.sjbs.2017.05.009
PMC6267712,30568518,10.2147/OAJSM.S183274
PMC6284167,30559997,10.1016/j.shaw.2018.02.002
PMC6222036,30426069,10.1016/j.ijcha.2018.10.009
PMC8950011,35335795,10.3390/nano12060980
PMC8954259,35330195,10.3390/life12030444
PMC8937016,35321288,10.3389/fnut.2022.865741
PMC8924290,35310973,10.3389/fcvm.2022.856875
PMC8930106,35309658,10.4103/jfmpc.jfmpc_1209_21
PMC8919876,35309522,10.5114/biolsport.2022.104915
PMC8924415,35309081,10.3389/fphys.2022.828357
PMC6189275,30356659,10.1016/j.jshs.2016.11.001
PMC6189264,30356606,10.1016/j.jshs.2016.01.002
PMC6189010,30356600,10.1016/j.jshs.2016.01.014
PMC6188878,30356551,10.1016/j.jshs.2015.09.009
PMC6188912,30356547,10.1016/j.jshs.2016.08.010
PMC6180535,30356465,10.1016/j.jshs.2017.02.001
PMC6180545,30356444,10.1016/j.jshs.2017.09.004
PMC6186411,30324032,10.7717/peerj.5775
PMC6186156,30324018,10.7717/peerj.5719
PMC6134748,30233112,10.4103/ijoy.IJOY_4_18
PMC6124330,30225445,10.1016/j.mayocpiqo.2018.03.001
PMC8921659,35299664,10.3389/fphys.2022.837634
PMC8918826,35295565,10.3389/fphys.2022.829758
PMC6066685,30069191,10.5114/kitp.2018.76476
PMC6063213,30065859,10.7717/peerj.5219
PMC6031249,29977420,10.14740/jocmr3403w
PMC6014319,29942693,10.7717/peerj.5026
PMC6005327,29942166,10.2147/OAJSM.S167347
PMC5937495,29760574,10.2147/OAJSM.S154630
PMC5927628,29721553,10.21767/2572-5394.100020
PMC8904152,35273520,10.3389/fphys.2022.833646
PMC5875631,29616142,10.1136/bmjsem-2016-000155
PMC5846475,29546247,10.23937/2378-3419/1410083
PMC5812877,29541134,10.1016/j.jesf.2017.08.002
PMC5812853,29541129,10.1016/j.jesf.2017.06.002
PMC5801720,29541122,10.1016/j.jesf.2016.10.001
PMC5801718,29541112,10.1016/j.jesf.2016.01.001
PMC5827302,29515644,10.2174/1745017901814010011
PMC5815210,29468072,10.1186/s13102-018-0095-3
PMC5791381,29435333,10.1186/s13102-018-0091-7
PMC5783038,29387446,10.1136/bmjsem-2017-000302
PMC5775523,29387139,10.1186/s12995-018-0185-x
PMC5773424,29354581,10.5535/arm.2017.41.6.1039
PMC5746008,29299068,10.1186/s13098-017-0302-5
PMC5734440,29276588,10.1177/2050312117743672
PMC5730697,29264264,10.1016/j.asmart.2016.06.001
PMC5731224,29259808,10.1136/bmjsem-2017-000232
PMC5732366,29259658,10.1186/s13098-017-0300-7
PMC5718857,29238493,10.19082/5525
PMC5713841,29207819,10.7860/JCDR/2017/26129.10587
PMC5697085,29201153,10.1186/s13098-017-0294-1
PMC5703178,29200895,10.2147/OAJSM.S141657
PMC5545196,28150475,10.20463/jenb.2016.0057
PMC8894884,35250637,10.3389/fphys.2022.836814
PMC8891421,35235092,10.1186/s40798-022-00417-y
PMC8528429,34669477,10.1126/sciadv.abi9654
PMC8500507,34623923,10.1126/sciadv.abd7554
PMC8875792,35207540,10.3390/life12020253
PMC8869283,35205064,10.3390/biology11020197
PMC8862540,35193705,10.1186/s40814-022-00997-2
PMC8805356,35173357,10.5114/biolsport.2021.102930
PMC8674768,34950826,10.1002/jbm4.10555
PMC8611523,34840800,10.1093/conphys/coab016
PMC8481779,34603086,10.3389/fphys.2021.735565
PMC8818257,35123495,10.1186/s12983-022-00451-2
PMC7842301,33659487,10.21769/BioProtoc.3838
PMC8784266,35116126,10.4162/nrp.2022.16.1.33
PMC8790298,35112091,10.1016/j.bbih.2022.100415
PMC5465306,28649204,10.3389/fphys.2017.00401
PMC4547190,26339572,10.1016/j.ijcme.2015.02.002
PMC4463815,25969463,10.14814/phy2.12375
PMC3361344,22666584,10.1155/2012/874020
PMC8788453,35076533,10.3390/jfmk7010001
PMC8772706,35053141,10.3390/biology11010144
PMC8767110,35071350,10.3389/fcvm.2021.772815
PMC8766405,35069254,10.3389/fphys.2021.792398
PMC8761768,35047462,10.3389/fped.2021.780045
PMC8746398,35009963,10.3390/nano12010013
PMC8750522,34943046,10.3390/antiox10121943
PMC8669579,34847062,10.2196/29712
PMC8724206,34993468,10.3389/fspor.2021.762794
PMC8712663,34970159,10.3389/fphys.2021.796886
PMC8710611,34966793,10.3389/fcvm.2021.747841
PMC8711099,34966291,10.3389/fphys.2021.780755
PMC8701016,34946354,10.3390/healthcare9121628
PMC8698635,34943271,10.3390/biology10121357
PMC8709070,34940614,10.3390/metabo11120856
PMC8708125,34940586,10.3390/metabo11120828
PMC8670613,34906224,10.1186/s13102-021-00387-w
PMC8667031,34912238,10.3389/fphys.2021.755656
PMC8665274,34909760,10.1089/whr.2021.0055
PMC8662700,34899397,10.3389/fphys.2021.775750
PMC8652135,34899369,10.3389/fphys.2021.723951
PMC8650326,34876235,10.1186/s40814-021-00941-w
PMC9104840,35565153,10.3390/ijerph19095760
PMC9101905,35565006,10.3390/ijerph19095620
PMC9102561,35564640,10.3390/ijerph19095246
PMC9110468,35277735,10.1007/s00431-022-04434-7
PMC9101545,35565744,10.3390/nu14091776
PMC9103835,35565152,10.3390/ijerph19095758
PMC9074988,33752242,10.1093/cvr/cvab112
PMC9069163,35510312,10.14814/phy2.15291
PMC9021623,35086094,10.1159/000521242
PMC9057596,35192550,10.1172/jci.insight.158037
PMC8917938,35142559,10.1152/japplphysiol.00808.2021
PMC9028776,35457635,10.3390/ijerph19084770
PMC9028389,35457543,10.3390/ijerph19084675
PMC9027900,35457425,10.3390/ijerph19084558
PMC8947413,35324999,10.1371/journal.pone.0266012
PMC9002028,35414091,10.1038/s41598-022-10103-4
PMC9012711,35262762,10.1007/s00421-022-04926-2
PMC9012730,35235031,10.1007/s00421-022-04914-6
PMC9047309,35477464,10.1186/s12938-022-00997-6
PMC8776465,35071600,10.1155/2022/8720661
PMC9048146,35470975,10.1002/oby.23419
PMC8636911,34873366,10.1589/jpts.33.876
PMC8607772,34868426,10.2478/hukin-2021-0104
PMC8634444,34867477,10.3389/fphys.2021.769971
PMC8633441,34867447,10.3389/fphys.2021.740121
PMC8614687,34827189,10.3390/biology10111196
PMC8618444,34822408,10.3390/metabo11110750
PMC8609846,34809670,10.1186/s13102-021-00375-0
PMC8581565,34777008,10.3389/fphys.2021.739745
PMC8586225,34764446,10.1038/s41746-021-00531-3
PMC8562135,34746828,10.1016/j.crphys.2021.02.004
PMC8566874,34744777,10.3389/fphys.2021.737249
PMC8570217,34738941,10.1107/S160057752100905X
PMC8551674,34721527,10.3389/fgene.2021.736876
PMC8548758,34721071,10.3389/fphys.2021.747781
PMC8555491,34721068,10.3389/fphys.2021.744632
PMC8542763,34708089,10.3389/fcvm.2021.734687
PMC8543002,34707511,10.3389/fphys.2021.741573
PMC8544352,34698232,10.3390/jfmk6040085
PMC8533493,34681068,10.3390/biology10100969
PMC8533268,34679752,10.3390/antiox10101618
PMC8539484,34678917,10.3390/sports9100136
PMC8523069,34671269,10.3389/fphys.2021.715417
PMC8498586,34630155,10.3389/fphys.2021.734111
PMC8490664,34621774,10.3389/fnut.2021.718936
PMC8480217,34580552,10.4274/tjod.galenos.2021.72547
PMC8465546,34575188,10.3390/jcm10184075
PMC8466965,34575112,10.3390/life11090963
PMC8465945,34575060,10.3390/life11090911
PMC8498894,34554105,10.2196/22818
PMC8441002,34539445,10.3389/fphys.2021.722848
PMC8417780,34489736,10.3389/fphys.2021.719788
PMC8422757,34488873,10.1186/s13102-021-00336-7
PMC8415831,34485900,10.3389/fspor.2021.676212
PMC8416450,34483956,10.3389/fphys.2021.700294
PMC8329982,34475624,10.5114/biolsport.2021.100146
PMC8385778,34456815,10.3389/fpsyg.2021.698622
PMC8395732,34449680,10.3390/jfmk6030069
PMC8389602,34439993,10.3390/biology10080761
PMC8388911,34439451,10.3390/antiox10081204
PMC8379017,34426731,10.3389/fphys.2021.672403
PMC8378271,34421638,10.3389/fphys.2021.700620
PMC8524329,34407925,10.2196/30725
PMC8408749,34402795,10.2196/30239
PMC8336552,34400998,10.2478/hukin-2021-0071
PMC8336545,34400989,10.2478/hukin-2021-0064
PMC8336542,34400987,10.2478/hukin-2021-0063
PMC8360849,34393953,10.3389/fpsyg.2021.713106
PMC8362801,34393819,10.3389/fphys.2021.695950
PMC8332648,34393372,10.1589/jpts.33.606
PMC8339880,34366898,10.3389/fphys.2021.712629
PMC8516105,34363745,10.1002/acr2.11318
PMC8309786,34357932,10.3390/sports9070098
PMC8326908,34349670,10.3389/fphys.2021.702415
PMC8311134,34322548,10.1183/23120541.00088-2021
PMC8280004,34278318,10.1097/CCE.0000000000000491
PMC8284098,34276414,10.3389/fphys.2021.695569
PMC8281220,34276394,10.3389/fphys.2021.662029
PMC8275652,34268493,10.3389/fspor.2021.682401
PMC8273762,34262473,10.3389/fphys.2021.675273
PMC8267577,34248660,10.3389/fphys.2021.665462
PMC8262010,34229719,10.1186/s13098-021-00693-w
PMC8309708,34201932,10.3390/sports9070092
PMC8293389,34198628,10.3390/jfmk6020052
PMC8236525,34195610,10.3389/fspor.2021.646369
PMC8223710,34189070,10.5306/wjco.v12.i6.468
PMC8222662,34179774,10.3389/fspor.2021.667564
PMC8008305,34168697,10.2478/hukin-2021-0016
PMC8008307,34168695,10.2478/hukin-2021-0014
PMC8212044,34149463,10.3389/fphys.2021.689696
PMC8201095,34135772,10.3389/fphys.2021.679232
PMC8201789,34135766,10.3389/fphys.2021.613066
PMC8192847,34124659,10.3389/fspor.2021.664270
PMC8192851,34123966,10.3389/fped.2021.657551
PMC8169279,34122623,10.1155/2021/5513013
PMC8176219,34093233,10.3389/fphys.2021.672141
PMC8229670,34073418,10.3390/sports9060075
PMC8229341,34072093,10.3390/healthcare9060637
PMC8198652,34070731,10.3390/jcm10112423
PMC8198116,34070695,10.3390/jcm10112312
PMC8196956,34067480,10.3390/jcm10112253
PMC8224291,34064216,10.3390/ani11061496
PMC8100189,33969294,10.3389/fspor.2021.642538
PMC8101253,33957973,10.1186/s13102-021-00274-4
PMC8067390,33917341,10.3390/sports9040051
PMC8085176,33914197,10.1186/s40798-021-00319-5
PMC8075001,33912075,10.3389/fphys.2021.666201
PMC8042150,33859572,10.3389/fphys.2021.652029
PMC8032972,33841183,10.3389/fphys.2021.647976
PMC8027482,33841176,10.3389/fphys.2021.638499
PMC7993012,33828918,10.7717/peerj.11095
PMC8009997,33815142,10.3389/fphys.2021.637406
PMC8010254,33815141,10.3389/fphys.2021.631637
PMC8004257,33809874,10.3390/sports9030042
PMC8000557,33801440,10.3390/sports9030034
PMC8012697,33790372,10.1038/s41598-021-86660-x
PMC7958345,33748263,10.1183/23120541.00378-2020
PMC7939982,33728289,10.12965/jer.2142026.013
PMC7923763,33672531,10.3390/sports9020030
PMC7920466,33669436,10.3390/sports9020029
PMC7904876,33644753,10.3389/fspor.2021.625656
PMC7890126,33613323,10.3389/fphys.2021.628863
PMC7893942,33608046,10.1186/s13102-021-00240-0
PMC7849736,33553503,10.1080/23328940.2020.1810199
PMC7827435,33440896,10.3390/sports9010009
PMC7797097,33422135,10.1186/s13102-021-00231-1
PMC7399229,34354836,10.1093/conphys/coaa063
PMC7873519,33584331,10.3389/fphys.2020.596351
PMC7849678,33553508,10.1080/23328940.2020.1826287
PMC7857312,33551850,10.3389/fphys.2020.630282
PMC7857145,33551845,10.3389/fphys.2020.617041
PMC7862708,33551839,10.3389/fphys.2020.613151
PMC7841072,33520942,10.3389/fchem.2020.626490
PMC7838537,33519521,10.3389/fphys.2020.616158
PMC7845545,33519504,10.3389/fphys.2020.596567
PMC7739369,33467281,10.3390/jfmk5030066
PMC7739371,33467253,10.3390/jfmk5020037
PMC7739318,33467250,10.3390/jfmk5020034
PMC7750644,33376442,10.1294/jes.31.67
PMC7739740,33345103,10.3389/fspor.2020.00114
PMC7739632,33345100,10.3389/fspor.2020.00111
PMC7739832,33345092,10.3389/fspor.2020.00103
PMC7739653,33345089,10.3389/fspor.2020.00099
PMC7739721,33345090,10.3389/fspor.2020.00100
PMC7739671,33345069,10.3389/fspor.2020.00078
PMC7739672,33345058,10.3389/fspor.2020.00067
PMC7739755,33345056,10.3389/fspor.2020.00065
PMC7739656,33345036,10.3389/fspor.2020.00044
PMC7739816,33345004,10.3389/fspor.2020.00009
PMC7711078,33329026,10.3389/fphys.2020.576304
PMC7734318,33328991,10.3389/fphar.2020.585612
PMC7764640,33322835,10.3390/sports8120163
PMC7764462,33321978,10.3390/life10120343
PMC7701904,33312438,10.4330/wjc.v12.i11.526
PMC7706668,33312301,10.2478/hukin-2020-0031
PMC7706680,33312296,10.2478/hukin-2020-0038
PMC7760816,33260915,10.3390/antiox9121189
PMC7677573,33240095,10.3389/fphys.2020.550285
PMC7644917,33195848,10.1016/j.heliyon.2020.e05427
PMC7649780,33192589,10.3389/fphys.2020.581339
PMC7550763,33117187,10.3389/fphys.2020.537389
PMC7602640,33076348,10.3390/sports8100136
PMC7518025,33041839,10.3389/fphys.2020.01000
PMC7506131,33015125,10.3389/fnut.2020.00154
PMC7498695,33013469,10.3389/fphys.2020.01100
PMC7600984,32992830,10.3390/sports8100132
PMC7481374,32982801,10.3389/fphys.2020.01098
PMC7560419,32961715,10.3390/ma13184167
PMC7555371,32957522,10.3390/antiox9090879
PMC7554691,32942555,10.3390/antiox9090868
PMC7463069,32913843,10.12965/jer.2040340.170
PMC7555765,32899523,10.3390/diagnostics10090675
PMC7431952,32849773,10.3389/fgene.2020.00711
PMC7439584,32843970,10.1093/conphys/coaa077
PMC7552741,32825626,10.3390/sports8090116
PMC7424514,32802822,10.3389/fmars.2020.00548
PMC7358457,32733272,10.3389/fphys.2020.00759
PMC7348212,32719667,10.3389/fmicb.2020.01506
PMC7350124,32719639,10.3389/fpsyg.2020.01438
PMC7340006,32714198,10.3389/fphys.2020.00630
PMC7404478,32698464,10.3390/sports8070103
PMC7332772,32671034,10.3389/fbioe.2020.00622
PMC7404638,32630146,10.3390/sports8070095
PMC7399923,32629784,10.3390/diagnostics10070442
PMC7404702,32605265,10.3390/sports8070092
PMC7287392,32547766,10.1093/conphys/coaa051
PMC7248246,32508667,10.3389/fphys.2020.00412
PMC7249797,32508384,10.5114/biolsport.2020.94237
PMC7254025,32489305,10.1016/j.sjbs.2020.03.005
PMC7353634,32466372,10.3390/sports8060075
PMC7182048,32362839,10.3389/fphys.2020.00336
PMC7240597,32331393,10.3390/sports8040052
PMC7222420,32326004,10.3390/antiox9040336
PMC7118226,32292372,10.3389/fpsyg.2020.00545
PMC7113422,32273648,10.1589/jpts.32.265
PMC7126257,32269653,10.2478/hukin-2019-0114
PMC7113012,32258384,10.1055/a-1089-5051
PMC7080849,32226393,10.3389/fphys.2020.00197
PMC7091505,32215350,10.1016/j.jacbts.2019.12.009
PMC7066409,32181019,10.1155/2020/7282013
PMC7065515,32156797,10.1128/mSystems.00758-19
PMC7052704,32148580,10.2478/hukin-2019-0120
PMC7482320,32134633,10.1021/acs.inorgchem.9b03747
PMC7143325,32121570,10.3390/metabo10030087
PMC7000457,32063866,10.3389/fphys.2020.00038
PMC6992417,32010759,10.1055/a-1089-4957
PMC6977409,31988750,10.1093/conphys/coz108
PMC6977012,31988749,10.1093/conphys/coz092
PMC6957599,31932999,10.1186/s40798-019-0228-6
PMC6939027,31909085,10.1016/j.omtm.2019.11.015
PMC7023325,31906373,10.3390/sports8010003
PMC7078989,31841241,10.1002/cphc.201901113
PMC8997756,35409636,10.3390/ijerph19073951
PMC8998503,35409907,10.3390/ijerph19074227
PMC9068554,33722758,10.1016/j.jshs.2021.03.003
PMC9003462,35408192,10.3390/s22072577
PMC8488822,35321130,10.52082/jssm.2021.684
PMC8851112,35250342,10.52082/jssm.2022.127
PMC8377605,34410322,10.1001/jamaoncol.2021.3067
PMC8926267,35294451,10.1371/journal.pone.0264910
PMC8354502,33378577,10.1111/jdi.13490
PMC9001184,35411731,10.3346/jkms.2022.37.e113
PMC9002801,35408296,10.3390/s22072682
PMC9002771,35406087,10.3390/nu14071475
PMC8830889,34652337,10.1249/MSS.0000000000002808
PMC9014999,35318818,10.1002/brb3.2529
PMC8747858,35013810,10.1007/s00421-021-04843-w
PMC8848028,34936939,10.1016/j.jshs.2021.12.004
PMC8909767,35270295,10.3390/ijerph19052601
PMC8955092,35329246,10.3390/ijerph19063557
PMC8955313,35329236,10.3390/ijerph19063535
PMC8949398,35329209,10.3390/ijerph19063527
PMC8956041,35328902,10.3390/ijerph19063206
PMC8726698,33726618,10.1080/15548627.2021.1904488
PMC9012415,35343209,10.4103/ijp.ijp_442_21
PMC8909614,35270299,10.3390/ijerph19052607
PMC8895619,35246028,10.1186/s12872-022-02486-z
PMC8997498,35409504,10.3390/ijerph19073814
PMC8918698,35285178,10.14814/phy2.15213
PMC8915711,35274816,10.14814/phy2.15217
PMC8874289,35212167,10.14814/phy2.15158
PMC8920010,34967799,10.1249/MSS.0000000000002835
PMC8993875,35396390,10.1038/s41598-022-09997-x
PMC8910006,35270686,10.3390/ijerph19052993
PMC8910038,35270624,10.3390/ijerph19052927
PMC8915397,35259943,10.1098/rsbl.2021.0259
PMC8747811,30994185,10.5603/CJ.a2019.0032
PMC8985030,34706369,10.1159/000520471
PMC8959026,35319607,10.36660/abc.20220036
PMC8927009,35182181,10.1007/s00421-022-04898-3
PMC8743671,35001564,10.14814/phy2.15149
PMC8950892,35334797,10.3390/nu14061140
PMC8936151,34265816,10.1519/JSC.0000000000004019
PMC8776485,35071605,10.1155/2022/9273830
PMC8728694,34472674,10.1111/dom.14541
PMC8232077,32857874,10.1113/EP088639
PMC8953475,35334599,10.3390/medicina58030423
PMC8828684,34791720,10.1002/nbm.4643
PMC8943710,33316435,10.1016/j.rehab.2020.101469
PMC8883654,35220936,10.1186/s12874-022-01524-w
PMC8712894,34477327,10.1002/ehf2.13514
PMC8906818,34747202,10.1152/ajpendo.00265.2021
PMC8661515,34889527,10.14814/phy2.15145
PMC8661513,34889067,10.14814/phy2.15147
PMC8613803,34822227,10.14814/phy2.15086
PMC8788018,34432004,10.1093/ehjci/jeab162
PMC8904937,35258271,10.1519/JSC.0000000000003263
PMC8825808,35136150,10.1038/s41598-022-06060-7
PMC8761385,35034205,10.1007/s00421-021-04853-8
PMC8854279,34921345,10.1007/s00421-021-04874-3
PMC8783871,34708276,10.1007/s00421-021-04833-y
PMC8475903,34562114,10.1007/s00421-021-04820-3
PMC8896992,35085030,10.1152/japplphysiol.00443.2021
PMC8903342,34617821,10.1152/japplphysiol.00253.2021
PMC8782909,35064131,10.1038/s41598-022-04823-w
PMC8560258,34733457,10.1155/2021/7179632
PMC8803920,35102201,10.1038/s41598-022-05503-5
PMC8751972,34747182,10.1161/JAHA.121.022336
PMC8877138,35215430,10.3390/nu14040780
PMC8834746,35162340,10.3390/ijerph19031317
PMC8404234,34275192,10.1002/mgg3.1757
PMC8374384,34409753,10.14814/phy2.14951
